id,species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
148,Acer_Rufinerve,0,0,11719,21484,46875,0,13672,0,17578,7812,0,19531,0,7812,3125,0,9766,1953,13672,5859,46875,15625,0,3906,17578,23438,9766,41016,1953,23438,41016,37109,3906,0,0,5859,13672,48828,44922,21484,35156,3906,7812,29297,5859,25391,56641,44922,15625,19531,0,9766,19531,39062,13672,25391,7812,1953,3906,17578,0,1953,1953,3906,72072,77453,78781,7175,67256,62968,58701,551,52329,49477,46876,4467,44186,44314,44524,45572,47062,48915,50884,53042,56729,60069,61769,6354,67652,66538,69088,66368,62903,60677,66246,72382,79673,83532,7633,688,62711,59727,61499,67124,66238,67663,63893,59369,55275,55569,53624,51049,49333,46964,45861,43975,44023,43217,43587,4498,47838,51096,55389,5833,61309,638,66588,69494,16602,1953,10742,5859,48828,0,21484,24414,977,14648,24414,19141,0,14648,0,0,0,0,39062,7812,0,20508,293,977,1953,26367,5859,293,14648,977,10742,29297,3906,24414,5859,0,293,20508,16602,18555,977,977,1953,15625,4883,7812,22461,64453,11719,10742,37109,19531,293,22461,55664,21484,11719,5859,20508,0,0,24414,0,3906
149,Lithocarpus_Cleistocarpus,625,99609,27344,3906,0,19141,3906,0,5859,9766,625,1953,89844,1953,1953,0,5859,23438,0,9766,0,0,0,0,0,0,0,0,25391,1953,0,0,29297,0,50781,44922,5859,19531,3906,0,1953,21484,7812,0,17578,0,7812,1953,0,0,72266,0,0,0,0,0,13672,29297,5859,9766,0,0,25391,1953,33592,30437,3044,27683,31264,30274,24882,2014,22855,27535,32117,30991,27394,27238,27744,24162,2112,24531,23441,20408,18234,17822,20078,1981,22704,26228,28358,2527,28139,31009,34325,29421,23879,27241,31389,32458,30285,31942,3286,28138,23705,23725,18596,13815,12462,15656,19616,23799,25244,24866,28089,32261,27623,23479,22553,17881,1322,91017,1148,16653,218,24147,26864,32148,3906,25391,35156,0,13965,3906,10742,92773,1953,0,0,1953,1953,0,0,0,67383,25391,0,27344,0,0,16602,0,0,0,977,74219,0,9766,0,0,0,83984,17578,0,0,35156,0,977,0,0,0,0,14648,9375,6836,72266,0,0,0,0,0,977,9082,0,32227,0,1953,0,0,0,0,9766
152,Viburnum_x_Rhytidophylloides,25391,52734,29297,7812,0,39062,625,0,3906,54688,46875,0,44922,0,0,0,15625,33203,5859,33203,0,0,0,9766,0,27344,0,3906,25391,19531,1953,0,46875,0,48828,33203,21484,11719,5859,0,0,11719,0,11719,23438,0,1953,7812,0,3906,54688,1953,27344,0,27344,0,35156,5859,17578,9766,1953,1953,42969,1953,5286,50675,5257,54456,55882,58292,59612,62031,65539,67723,68328,74567,7976,85022,89686,93124,95823,1008,10827,10669,9942,95234,90295,84896,82087,77304,71848,66864,63148,57661,52863,50829,50064,48355,47779,5163,53059,5303,54694,57702,57788,62621,67105,72574,77792,82829,89055,94333,10003,10385,10252,10037,9636,90402,83719,788,75176,70848,66305,62132,61219,58691,56715,55542,0,13672,0,0,0,29297,0,0,92773,0,56641,0,9766,2832,977,0,33203,1953,0,0,0,23438,6836,17578,0,14453,0,0,58594,977,9766,0,0,0,0,0,15625,0,0,0,0,12695,0,0,977,0,0,0,64453,1377,5859,0,20508,4883,0,0,0,11231,22461,17578,0,52734,3906,0
153,Celtis_Koraiensis,7812,7812,27344,1953,27344,3906,9766,0,13672,11719,3906,39062,27344,13672,39062,0,23438,3906,1953,15625,29297,13672,0,1953,27344,5859,11719,23438,0,27344,29297,23438,15625,0,11719,3125,17578,52734,21484,27344,5859,7812,7812,29297,3906,29297,35156,23438,25391,15625,23438,1953,13672,33203,11719,15625,13672,3906,5859,3906,5859,17578,9766,5859,85301,79082,76403,70655,66474,61191,56157,51581,47095,43481,40164,37111,35312,36623,37452,39737,45386,40225,4181,46664,52004,56218,61546,67543,61077,63935,666,71256,75089,68383,67852,73582,71158,78819,76307,7024,68866,67769,61876,61687,62709,56867,53099,55647,54376,48429,46332,42361,44526,38595,35931,35471,37021,3834,42126,44336,49781,55376,60868,6723,73187,78408,82946,89786,293,21484,14648,0,13379,1953,977,12988,30273,0,0,20508,1953,7812,0,0,17578,0,0,50781,0,6836,77148,0,0,0,0,293,58594,4883,36133,0,0,4883,8789,0,0,44922,0,0,0,0,0,0,39062,86914,2832,32227,977,41016,0,0,0,0,14648,0,50781,0,20508,0,0,0,0,5859
155,Ilex_Aquifolium,7812,11719,33203,3906,11719,80078,7812,0,0,11719,1953,21484,16016,11719,25391,0,1953,13672,3906,1953,39062,5859,9766,5859,5859,23438,5859,1953,35156,1953,7812,0,0,0,9766,27344,21484,48828,13672,5859,1953,0,46875,9766,9766,9766,48828,41016,0,23438,33203,0,7812,1953,5859,7812,5859,0,19531,0,3906,1953,37109,3906,10489,99952,94527,8918,83674,78286,73504,69017,65035,60964,5764,55379,53733,52661,5237,51709,51804,53865,55558,58341,61221,64852,68222,71525,76187,81374,86501,89784,9133,91801,90094,88821,96279,99479,92126,92718,91153,86832,82441,78034,73719,69451,65251,61032,57113,54421,52092,50703,50011,50398,50847,51335,54514,5745,6083,64815,69501,74833,80409,86505,92713,9891,10522,10848,14648,27344,8789,0,67383,293,0,18555,0,0,0,1875,3906,0,0,0,32227,8789,0,13672,0,0,0,0,977,0,20508,6836,0,11719,0,0,0,40039,11719,0,0,3906,0,0,0,0,0,69336,1953,33203,0,69336,0,0,0,0,0,0,33008,0,4883,0,0,0,0,0,0,9766
160,Acer_Circinatum,0,0,0,7812,29297,0,9766,0,17578,0,0,23438,5859,21484,23438,0,5859,11719,52734,3906,5859,11719,5859,50781,3125,13672,41016,19531,7812,7812,42969,44922,11719,0,0,0,1953,5859,3125,7812,56641,19531,25391,13672,5859,29297,3906,19531,52734,3906,0,11719,39062,3125,21484,3906,0,5859,1953,41016,0,39062,0,19531,72796,70604,71365,68088,65763,72154,7748,76542,745,70148,69437,65956,63719,63902,6082,58763,55534,59278,54736,57434,57878,58093,5807,5965,61551,63941,66775,70144,7344,7543,72969,64282,63242,66446,70058,69484,72915,75482,78415,80961,73445,65684,58601,50372,42837,45186,5072,55322,58663,64381,68684,75071,74365,69001,64536,57578,54694,47953,42059,45714,53806,6269,72067,73513,20508,0,6836,1953,9375,0,26367,3418,0,4883,92773,43945,0,0,0,0,0,0,14648,10742,0,1953,1953,0,0,23438,10742,7812,26367,0,42969,0,0,71289,0,0,0,39062,293,4883,977,0,293,15625,977,58594,3125,21484,0,43945,20508,0,293,49805,10352,0,6836,0,5859,0,0,35156,0,15625
163,Quercus_Coccinea,0,0,74219,56641,7812,0,0,0,9766,5859,0,9766,13672,23438,7812,0,7812,23438,27344,9766,27344,1953,0,0,23438,15625,1953,17578,10742,5859,3906,1953,3906,0,0,1953,23438,46875,11719,7812,7812,19531,19531,7812,39062,3906,44922,5859,5859,0,3906,1953,19531,9766,0,5859,3906,17578,14453,15625,0,0,27344,15625,36979,36103,36149,36156,36249,36903,37313,37491,37573,37474,36601,35412,34098,33301,33456,36159,39948,38579,34764,33795,3441,35671,36711,37559,38346,38732,386,37984,37441,36924,36326,3622,36352,36092,36407,37089,34044,31044,29974,31124,32912,34656,36828,39433,42374,41248,38802,36808,3471,3326,33187,35098,37285,39568,4217,42421,39734,37431,35418,3326,31448,30639,32676,35868,4883,11719,57617,4883,41016,0,7812,54688,4883,977,6836,0,17578,13672,0,1953,1953,18555,4883,20508,10742,3125,29297,3906,7812,6836,1953,82031,41016,38086,30273,26367,0,1953,36133,40039,0,30273,6836,3906,0,7812,4883,0,16602,37109,22461,293,30273,22461,293,49805,4883,12695,0,0,2832,0,16602,0,7812,15625,293,10742
164,Acer_Circinatum,0,0,0,11719,41016,0,7812,0,0,11719,0,17578,0,21484,21484,0,23438,0,27344,0,9766,9766,5859,46875,39062,23438,11719,19531,3906,17578,41016,50781,9766,0,5859,1953,0,0,29297,5859,72266,19531,50781,13672,5859,27344,7812,21484,42969,1953,0,19531,60547,27344,5859,7812,5859,0,13672,33203,0,41016,1953,3906,74494,75464,74901,71042,71125,67704,6518,63818,61851,60228,5831,56411,60037,59631,56624,58765,60339,6122,62468,65101,67988,72109,74287,75894,77182,71761,64768,66762,69281,71643,71537,71527,73738,73306,65445,57722,50018,41829,45836,521,57649,6112,67446,7182,78249,71455,66995,61317,59963,53372,47865,49262,57659,64466,72078,79604,76641,74457,71188,69571,66243,647,63431,67446,55664,0,293,8789,2832,0,3125,19531,0,13672,87891,293,0,0,0,0,0,0,18555,293,0,977,1953,4883,4883,21484,2832,8789,24414,0,29297,0,977,85938,0,0,977,43945,41016,17578,3906,0,33203,18555,293,38086,39062,5859,0,30273,36133,0,6836,41016,69336,0,13672,0,3906,0,0,36133,0,33203
165,Quercus_Cerris,0,7812,35156,17578,5859,0,17578,7812,0,25391,13672,13672,15625,1953,15625,0,33203,21484,41016,17578,15625,1953,0,15625,0,37109,1953,11719,3125,11719,1953,1953,37109,0,1953,39062,29297,15625,15625,1953,0,35156,35156,5859,625,1953,25391,33203,0,39062,23438,0,60547,0,9766,0,23438,25391,15625,15625,0,0,25391,0,92886,92533,93641,96158,99119,10246,10615,11017,11382,11859,12318,12782,13192,13573,13851,13992,14515,15648,16583,1609,14932,13875,13521,13274,12969,12629,12164,11749,11271,1093,10517,10152,98657,96677,94326,93347,93784,94561,95965,98735,10276,1072,11271,11797,12424,13091,13725,14178,14514,14703,1508,15641,15751,1466,13679,13011,12491,11894,11361,10862,10369,99326,96281,93857,3418,4883,7812,20508,0,293,41992,977,37109,78125,0,0,13672,26367,0,23438,7812,0,3125,15625,293,293,10742,0,24414,0,36133,0,37109,13672,84961,0,7812,0,11719,0,4883,11719,92773,15625,2832,8789,32227,3906,6836,0,37109,0,11719,15625,0,3906,1953,39062,0,0,8789,977,25391,0,0,977,18555,51758
166,Acer_Circinatum,0,0,0,9766,17578,0,1953,0,1953,5859,3906,21484,1953,42969,37109,0,7812,3906,21484,1953,7812,29297,5859,46875,37109,15625,50781,9766,5859,11719,25391,58594,7812,0,1953,1953,1953,7812,37109,17578,39062,7812,29297,13672,7812,27344,7812,27344,48828,1953,0,29297,44922,19531,17578,7812,7812,5859,7812,3125,0,41016,0,15625,65656,65709,62547,60563,62363,69188,68255,65605,67641,66776,64578,65164,66159,65037,64338,64384,63704,71372,78401,71932,64521,64492,64428,65005,66231,64434,67045,69409,69512,69654,69577,64745,61414,65134,67489,6745,68232,70229,67778,61849,55126,47522,5045,56408,61937,64945,66736,70585,76025,82591,79051,75126,69079,6634,60262,5365,47606,49524,58701,64112,7081,75562,72063,69887,20508,0,1953,0,56641,0,27344,52734,0,0,13672,10352,0,0,0,0,0,0,27344,8789,0,0,13672,0,0,5859,7812,0,6543,0,78125,0,0,625,0,0,0,42969,3906,4883,0,0,293,5859,8789,49805,2832,44922,0,57617,0,0,977,55664,10938,0,6836,0,10742,0,0,3906,0,16602
167,Acer_Saccharinum,0,0,7812,3125,3125,0,0,0,35156,0,0,13672,0,58594,11719,0,0,0,21484,1953,21484,33203,3906,19531,33203,7812,41016,29297,0,5859,3125,44922,0,13672,0,0,3906,19531,7812,11719,50781,1953,11719,13672,1953,19531,39062,5859,68359,46875,0,17578,5859,44922,0,11719,0,1953,23438,33203,5859,27344,0,27344,8335,85017,86943,87962,88537,8863,89071,88581,88907,88832,87025,83773,79612,75243,68242,63702,70968,65087,60968,69128,75589,79505,82121,84461,85257,85631,86442,87765,88115,88024,86889,86079,85511,84544,8265,81433,80959,80855,80407,80462,80086,8016,80368,81293,80956,83053,84986,86976,87715,87123,85244,83296,80997,7852,77834,77884,78746,79421,79454,804,81051,81783,81711,82777,0,78125,42969,0,38086,22461,4883,80078,35156,0,0,0,19531,0,0,0,13867,17578,0,76172,0,0,41992,0,0,0,977,40039,6836,2832,10742,0,0,16602,25391,0,0,50781,0,0,0,0,0,0,27344,5957,18555,7812,3906,977,0,0,0,977,11719,0,6543,0,21484,0,0,0,0,6836
168,Quercus_Chrysolepis,625,12695,15625,0,0,17188,0,0,7812,1953,68359,0,14063,1953,1953,0,0,3125,0,5859,0,0,0,0,1953,3906,0,3906,23438,0,0,0,15625,0,17578,44922,3906,0,5859,0,0,17578,5859,0,23438,0,0,3906,0,0,70312,0,3906,0,0,0,7812,35156,19531,17578,0,0,37109,0,4262,38299,33652,30049,26593,22988,22957,2861,34314,40213,41684,36898,32966,29887,26329,22865,19333,17734,22587,19076,1842,20764,23539,26598,30147,33491,37918,42899,40003,3421,28639,23438,22238,25468,29297,32613,37357,42764,43602,38126,32995,28111,22992,17716,12807,14786,18602,22745,27075,3154,36001,39118,34786,30922,27153,2325,19346,15558,13398,18386,23594,28607,33548,38139,0,0,0,0,0,0,0,0,0,0,24414,0,0,0,4873,0,0,0,0,0,0,1953,0,0,0,6836,0,0,977,0,0,977,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,0,0,5859,20313,0,0,0,0,20215,0,20508,0,37109,0,7812,0,0
169,Celtis_Koraiensis,13672,15625,33203,1953,27344,25391,7812,5859,1953,5859,5859,11719,25391,9766,39062,0,5859,5859,9766,7812,17578,7812,0,9766,7812,7812,5859,33203,13672,33203,3125,5859,5859,1953,1953,21484,11719,50781,3125,25391,9766,0,7812,46875,5859,39062,21484,15625,37109,15625,39062,3906,48828,25391,7812,7812,15625,0,7812,7812,5859,11719,17578,17578,10368,97425,92609,87244,83196,77268,72915,68201,63276,59276,56997,55242,50665,47873,46617,4713,46864,4558,45812,48705,52679,56998,60756,66775,72309,78296,84171,90183,9519,97889,10218,96248,97096,95535,89384,83364,77663,71961,68589,64567,5953,55163,53023,51173,49802,4831,4558,46201,46645,45727,48978,53094,59564,61061,64753,70171,75287,75625,7826,82521,84529,89303,92276,97278,0,14648,3418,0,19531,0,1953,83984,5859,0,7812,977,6836,15625,0,977,293,0,0,54688,0,81055,52734,0,0,0,0,10742,54688,14648,61523,25391,0,9766,14648,4883,0,3125,0,0,0,6836,0,0,36133,30273,44922,293,12695,92773,3906,23438,0,3906,4883,0,82031,0,3418,0,0,0,1953,7812
171,Quercus_Semecarpifolia,5859,3125,68359,0,11719,41016,1953,0,0,0,3906,21484,91797,11719,19531,0,3906,9766,0,9766,15625,1953,0,0,7812,15625,1953,9766,29297,1953,1953,3906,7812,0,21484,23438,29297,89844,13672,7812,0,5859,60547,5859,13672,3906,48828,33203,3906,5859,39062,0,5859,3906,21484,5859,5859,3906,46875,0,0,0,70312,0,83293,79699,75116,70319,65459,6086,56451,52258,48206,45077,41665,38534,35851,33363,31893,31391,31325,32095,33925,3545,38279,41033,44702,48939,5318,57591,62344,66969,71796,76021,79839,84722,81937,76937,72131,67653,62361,57422,53469,49391,44942,40794,36892,33672,30423,2818,27182,27959,29277,31101,33548,36778,40115,44333,48999,53815,58749,64079,69475,74952,80626,86066,91723,88856,13672,17578,4883,4883,15625,0,24414,13672,0,0,977,1953,0,0,0,0,9766,8789,11719,7812,0,977,30273,977,8789,4883,6836,6543,21484,0,22461,0,0,11621,0,0,0,22461,5859,8789,0,977,977,23438,43945,88867,29297,41016,3906,4883,0,0,10742,23438,15137,0,55664,0,45898,0,0,293,0,21484
173,Eucalyptus_Neglecta,64453,14648,9766,5859,0,13477,3906,0,5859,9766,85938,1953,10156,1953,0,0,3906,58594,11719,7812,0,0,0,0,1953,0,0,1953,33203,0,0,0,11719,0,17578,29297,0,9766,1953,0,0,15625,7812,0,29297,0,0,0,0,0,87891,0,0,0,0,0,5859,7812,41016,17578,0,0,23438,1953,10681,10031,94059,87668,81416,75689,69633,63869,58173,53036,4808,43926,40411,37059,32996,29691,28748,2999,32115,34948,37386,35165,37961,42841,47658,5285,58078,61206,65849,71852,77749,84063,85049,7868,72727,68628,62973,6082,59298,54027,48553,43363,39547,40176,36263,31923,28508,26836,28474,30476,32031,35206,391,45138,49806,54794,60277,65645,71731,77709,84026,90379,96355,10285,92773,16602,8789,15625,3906,0,41992,26367,0,1953,293,0,0,0,0,0,6836,18555,1953,17578,0,0,21484,3906,19531,1953,35156,6836,3418,1953,30273,0,0,40039,15625,0,0,1377,39062,3906,977,0,40039,7812,4883,36133,47852,0,0,3906,0,0,11719,4883,293,0,75195,977,8789,0,0,293,0,10352
175,Betula_Austrosinensis,7812,1953,5859,29297,72266,1953,11719,0,5859,17578,1953,15625,3906,3906,39062,0,27344,5859,7812,9766,5859,1953,0,1953,9766,23438,11719,60547,5859,23438,52734,68359,0,0,0,3906,5859,37109,29297,13672,44922,1953,1953,48828,3906,17578,21484,7812,42969,5859,0,0,35156,27344,21484,17578,5859,7812,19531,3125,0,1953,3906,5859,69647,66189,66478,66496,6569,66811,69944,73482,75971,75702,73463,79179,86774,86816,79255,7409,76305,76895,76979,75812,73962,71423,70229,68453,67945,6747,64323,60933,63935,6445,62418,63616,63741,6796,64701,6865,70781,7216,70277,71756,75993,73129,75213,74424,80278,78369,80876,78951,76904,73392,71218,70396,72623,70558,69223,65913,7025,66137,65597,64872,66425,65502,66422,65128,0,0,8789,15625,81055,0,20508,23438,293,0,58594,19531,293,8789,0,18555,0,0,3125,7812,0,18555,293,0,0,18555,11719,3906,33203,9766,36133,4883,0,2832,8789,0,0,38086,11719,4883,0,8789,12695,37109,293,27344,38086,43945,10742,26367,23438,27344,4883,67383,77148,0,4883,977,17578,0,0,29297,6836,977
178,Ginkgo_Biloba,17578,23438,625,15625,3906,37109,33203,5859,0,21484,0,5859,625,0,19531,0,5859,15625,5859,15625,11719,0,7812,0,0,21484,1953,11719,19531,17578,9766,0,17578,1953,5859,3906,29297,37109,29297,5859,0,5859,9766,17578,5859,7812,37109,74219,0,3906,39062,0,3125,1953,66406,3906,15625,0,41016,3906,1953,1953,46875,0,68683,64307,56714,49623,57208,62426,54703,4913,56084,63579,67567,67489,66978,65564,64528,6436,6324,63655,63219,62075,60928,6006,59638,59558,61109,61986,61517,59852,62148,65672,63179,65159,63395,62769,63969,68228,74465,76131,67932,63424,6323,66255,64251,66027,63522,62447,61449,61582,59317,58765,58634,59329,59875,60328,60362,60885,62154,63721,64806,65492,67617,68635,69454,69015,39941,0,0,0,0,0,25391,0,0,20508,0,9766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20508,0,0,0,0,0,0,22559,0,0,0,977,977,3906,1953,0,0,57617,0,9766,0,3906,0,0,0,0,0,0,2168,0,293,0,0,0,0,0,0,0
179,Quercus_Canariensis,9766,7812,19531,5859,3906,23438,19531,0,3906,35156,5859,15625,23438,0,17578,0,13672,1953,3906,21484,50781,5859,0,11719,9766,3125,1953,5859,7812,11719,9766,0,13672,1953,3125,3906,11719,37109,13672,7812,0,23438,56641,1953,7812,5859,44922,89844,0,76172,7812,0,66406,0,50781,15625,9766,5859,13672,3906,3906,1953,13672,0,86875,81748,77093,74364,7184,68611,65078,61961,611,5888,58399,57377,55617,55986,53285,51743,5168,54065,53544,55351,56698,56152,57803,59942,59557,63072,65601,69147,71968,75294,81321,80058,78774,78002,74305,71712,68722,65963,65267,63242,6326,60106,56743,55542,55025,52183,51516,52107,53146,51979,52369,53345,54723,56892,5776,61315,64912,68199,72168,77608,82209,88313,94417,92904,21484,32227,6836,17578,20508,44922,3125,33203,977,293,977,0,30273,0,0,0,49805,9766,9766,17578,0,0,60547,15625,19531,1953,23438,1953,977,25391,6836,0,1953,45898,14648,0,977,42969,23438,9766,1953,0,38086,37109,99609,21484,30273,977,6836,0,0,0,11719,6836,23438,0,37109,1953,24414,0,0,293,0,29297
183,Tilia_Platyphyllos,1953,5859,7812,5859,35156,42969,27344,5859,5859,21484,5859,19531,9766,0,29297,0,11719,5859,0,5859,3125,1953,0,3906,11719,23438,0,35156,7812,23438,35156,13672,11719,1953,1953,19531,7812,68359,3125,27344,15625,0,7812,19531,5859,27344,76172,625,7812,3906,21484,1953,29297,15625,33203,27344,13672,3906,11719,1953,1953,1953,3906,0,12306,11899,11388,11037,10587,98988,91326,83452,76265,68569,62409,57249,51742,46802,43869,41108,41565,43434,4722,51042,56574,61982,67524,74318,80761,87877,9468,1018,10862,11512,12148,12787,12892,1217,11514,10882,10162,94196,87223,79834,73248,66263,59279,52447,45955,43114,40632,36714,36192,40372,45384,50694,56855,63342,70519,7817,85873,93803,1015,1088,11644,12397,12901,13002,8789,6836,11719,21484,11719,12695,11719,3125,16602,5859,46875,0,15625,27344,0,0,0,0,22461,17578,0,94727,5859,2832,10742,7812,4883,3906,44922,8789,25391,0,977,3906,11719,0,977,21484,23438,20508,1953,293,19531,13672,4883,19531,47852,5859,22461,91797,13672,8789,14648,20508,1953,0,977,9766,48828,1953,0,12695,15625,33203
186,Alnus_Cordata,1953,5859,39062,19531,25391,1953,58594,0,0,3125,15625,9766,13672,0,21484,0,23438,15625,3906,17578,3906,0,0,3906,1953,78125,0,35156,1953,46875,5859,3906,21484,5859,9766,11719,13672,625,39062,3125,9766,0,9766,52734,5859,23438,21484,1953,1953,3906,1953,1953,48828,23438,35156,3906,3125,7812,11719,0,0,1953,17578,1953,10122,96789,93845,91247,88386,85944,8311,80293,77358,74611,72345,69563,67521,652,64051,63768,63213,63539,63323,6373,64481,65964,68957,72048,74249,78197,8166,85238,89283,9442,99796,10527,10254,96475,90841,86122,8239,79218,76043,73728,71651,69201,66862,64964,6427,63717,63669,6339,63187,63299,65364,67324,70133,72713,74816,77483,80064,83607,87565,90812,93972,10111,10859,10831,12695,0,977,17578,13672,0,17578,6836,977,20508,8789,5859,977,12695,0,1953,0,977,49805,3906,0,16602,11719,6836,9766,5859,70312,977,11719,6836,30273,1953,1953,3418,5859,0,977,15625,39062,45898,25391,4883,35156,17188,10742,18555,10742,1953,9766,7812,0,10742,6836,40039,10156,0,6836,0,8789,0,0,8789,3906,23438
188,Populus_Nigra,23438,29297,46875,1953,1953,5859,17578,3906,0,27344,9766,11719,74219,0,15625,0,29297,23438,0,13672,37109,1953,0,3906,1953,11719,0,5859,3125,3906,9766,1953,9766,3906,21484,25391,9766,44922,15625,5859,0,0,56641,11719,19531,3906,56641,60547,0,13672,42969,1953,21484,0,21484,5859,15625,0,25391,9766,1953,0,48828,0,12053,11989,12091,12481,1273,12699,13137,12897,12354,12254,12619,12723,14252,16003,15323,13604,12151,12147,12099,12,12161,12718,1291,12513,12576,12501,12312,1245,11327,11238,11226,11542,10469,10534,11062,11975,11204,10924,11884,12637,12537,14018,14071,15477,16198,17386,18049,16706,15734,14026,13764,12438,12987,11797,1082,11906,11021,10588,10376,10711,11215,10956,10757,11121,5859,11719,4883,5957,0,11719,5859,5859,6836,57617,1953,0,293,0,0,0,27344,0,24414,16602,0,0,35156,24414,15625,3906,74219,0,25391,6836,49805,0,20508,1953,10742,0,0,293,50781,36133,94727,0,75195,45898,27344,0,2832,0,1953,11719,0,0,41016,17578,4883,0,10742,10742,14648,0,0,977,0,12695
189,Quercus_Coccinea,1953,0,72266,58594,7812,0,0,0,5859,0,3906,17578,3125,17578,13672,0,9766,23438,23438,11719,9766,0,0,0,15625,7812,1953,15625,89844,1953,3906,3906,7812,0,1953,0,13672,52734,15625,5859,5859,33203,29297,7812,33203,5859,46875,7812,5859,0,1953,1953,13672,3906,1953,3906,1953,3125,17578,11719,0,1953,17578,9766,50036,48027,47584,4798,4924,4932,48466,46647,44528,42634,40721,39471,39773,41991,46917,45832,41138,38944,39088,4026,42307,44209,46391,48057,48893,49252,48395,47226,46813,47651,48998,48649,43979,39535,35518,35569,38059,41038,43883,46658,49588,53018,50755,4727,44784,41966,39236,38232,39048,41404,44078,46767,49426,52779,51685,4826,45223,4242,3965,37461,3579,37747,42561,47603,0,9766,40039,977,9082,0,977,53711,3906,0,4883,29297,17578,8789,0,8789,17578,3418,0,33203,8789,18555,11719,8789,977,0,0,52734,36133,23438,18555,30273,0,5859,46875,44922,0,22461,7812,0,0,19531,0,0,15625,2832,8789,10352,19531,23438,3906,14648,977,0,15625,3906,8789,1953,17578,0,10742,977,4883,4883
190,Quercus_Variabilis,11719,17578,11523,19531,15625,13672,17578,3906,1953,21484,17578,19531,46875,0,27344,0,19531,5859,3906,21484,0,0,0,0,1953,35156,0,19531,41016,21484,1953,1953,11719,1953,13672,17578,27344,39062,29297,9766,5859,11719,7812,3125,17578,5859,3906,17578,13672,0,17578,0,39062,9766,1953,0,23438,23438,64453,0,1953,0,29297,0,39619,44961,48286,46115,34969,34556,45488,56243,63783,58378,52751,62346,71963,67109,75866,8088,73207,75563,66413,57374,64344,63446,54895,4496,36736,45782,57138,54935,48572,44632,36404,27032,21238,26214,32811,40953,49687,49008,5339,49236,45523,43893,50865,58755,62272,65276,72588,75463,83422,86575,77048,75155,65768,6524,63572,55047,52489,55368,50001,41688,34842,27549,31407,31113,41992,32227,11719,4883,46875,0,58594,12695,0,4883,0,46875,0,0,0,0,47852,0,293,30273,0,0,12695,0,0,0,44922,21484,10742,1953,1953,0,0,58594,977,0,0,78125,8789,977,977,0,8789,9766,24414,71289,35156,13379,0,0,0,0,0,0,42969,0,55664,0,9766,0,0,0,0,24414
194,Quercus_Pyrenaica,1953,1953,11719,33203,15625,0,3906,0,5859,9766,29297,13672,27344,0,23438,0,11719,58594,41016,7812,7812,11719,0,33203,0,17578,0,7812,35156,7812,5859,11719,9766,0,0,13672,15625,11719,21484,5859,3906,52734,27344,1953,72266,1953,15625,66406,0,25391,13672,0,23438,1953,13672,5859,17578,60547,33203,27344,1953,0,17578,1953,24062,25955,29969,24809,22647,24402,25817,22569,18839,14857,16835,20954,25708,27839,28299,32047,33085,28401,24575,18815,1345,83421,85177,12459,17557,23949,28631,25253,21364,25641,30864,32515,359,3114,29629,24236,18807,17758,21988,26244,2188,16618,10454,4203,4828,98056,15226,21238,24352,29329,2855,24681,2256,28394,25662,21179,16537,13782,1543,18845,20405,23574,25184,24725,4883,44922,2832,977,57617,42969,10742,56641,48828,977,0,0,49805,18555,0,0,29297,977,977,36133,0,0,63477,0,1953,0,0,7812,15625,41992,3906,0,0,32227,33203,0,0,3418,0,5859,0,4883,1953,11719,55664,45898,11719,23438,6836,0,0,0,0,3906,5957,0,33203,0,977,0,0,0,66406,977
